,age,job,marital,education,contact,month,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,deposit_approve
36894,32,technician,married,high.school,telephone,jun,293,5,no,1,failure,-2.9,92.963,-40.8,1.224,yes
36895,39,student,single,unknown,cellular,jun,474,3,no,0,nonexistent,-2.9,92.963,-40.8,1.224,yes
36899,40,management,married,university.degree,cellular,jun,295,3,no,0,nonexistent,-2.9,92.963,-40.8,1.215,yes
36907,40,blue-collar,married,professional.course,telephone,jun,883,1,no,1,failure,-2.9,92.963,-40.8,1.215,yes
36909,50,admin.,married,university.degree,cellular,jun,269,1,yes,1,success,-2.9,92.963,-40.8,1.215,yes
36917,39,admin.,married,university.degree,cellular,jun,459,1,no,1,failure,-2.9,92.963,-40.8,1.215,yes
36923,36,services,married,university.degree,cellular,jun,255,2,yes,1,success,-2.9,92.963,-40.8,1.206,yes
36926,24,technician,single,professional.course,cellular,jun,227,1,yes,1,success,-2.9,92.963,-40.8,1.206,yes
36934,36,entrepreneur,single,basic.4y,cellular,jun,185,1,no,0,nonexistent,-2.9,92.963,-40.8,1.099,yes
36937,64,management,married,university.degree,cellular,jun,205,1,no,0,nonexistent,-2.9,92.963,-40.8,1.099,yes
36938,33,housemaid,married,university.degree,cellular,jun,224,1,no,0,nonexistent,-2.9,92.963,-40.8,1.099,yes
36939,50,admin.,married,high.school,cellular,jul,140,3,no,0,nonexistent,-2.9,92.469,-33.6,1.085,yes
36943,55,management,married,university.degree,cellular,jul,260,2,yes,1,success,-2.9,92.469,-33.6,1.085,yes
36944,51,admin.,single,high.school,telephone,jul,372,1,no,0,nonexistent,-2.9,92.469,-33.6,1.085,yes
36945,61,admin.,married,university.degree,telephone,jul,261,4,no,0,nonexistent,-2.9,92.469,-33.6,1.085,yes
36946,24,self-employed,single,unknown,cellular,jul,342,2,no,0,nonexistent,-2.9,92.469,-33.6,1.072,yes
36950,45,admin.,married,university.degree,cellular,jul,252,1,no,0,nonexistent,-2.9,92.469,-33.6,1.072,yes
36951,45,admin.,married,university.degree,cellular,jul,252,1,no,0,nonexistent,-2.9,92.469,-33.6,1.072,yes
36952,50,admin.,married,university.degree,cellular,jul,356,1,no,0,nonexistent,-2.9,92.469,-33.6,1.072,yes
36953,60,admin.,married,university.degree,telephone,jul,363,1,no,0,nonexistent,-2.9,92.469,-33.6,1.072,yes
36954,59,blue-collar,divorced,basic.4y,cellular,jul,218,1,no,0,nonexistent,-2.9,92.469,-33.6,1.072,yes
36955,59,blue-collar,divorced,basic.4y,cellular,jul,367,1,no,0,nonexistent,-2.9,92.469,-33.6,1.072,yes
36958,51,technician,married,professional.course,cellular,jul,566,1,yes,1,success,-2.9,92.469,-33.6,1.072,yes
36959,46,admin.,single,university.degree,cellular,jul,309,1,no,0,nonexistent,-2.9,92.469,-33.6,1.072,yes
36960,46,entrepreneur,married,university.degree,cellular,jul,396,1,no,0,nonexistent,-2.9,92.469,-33.6,1.072,yes
36971,32,self-employed,single,university.degree,cellular,jul,940,1,yes,1,success,-2.9,92.469,-33.6,1.072,yes
36974,56,entrepreneur,married,unknown,cellular,jul,478,2,no,0,nonexistent,-2.9,92.469,-33.6,1.072,yes
36975,32,self-employed,single,university.degree,cellular,jul,276,2,no,0,nonexistent,-2.9,92.469,-33.6,1.072,yes
36976,50,admin.,married,university.degree,cellular,jul,567,5,no,0,nonexistent,-2.9,92.469,-33.6,1.072,yes
36977,60,housemaid,married,basic.4y,cellular,jul,503,2,yes,2,success,-2.9,92.469,-33.6,1.072,yes
36978,51,technician,married,professional.course,cellular,jul,135,2,no,1,failure,-2.9,92.469,-33.6,1.072,yes
36979,46,admin.,divorced,high.school,telephone,jul,176,1,no,0,nonexistent,-2.9,92.469,-33.6,1.072,yes
36980,57,retired,divorced,basic.9y,cellular,jul,247,2,no,0,nonexistent,-2.9,92.469,-33.6,1.0590000000000002,yes
36981,56,admin.,divorced,unknown,telephone,jul,353,2,no,0,nonexistent,-2.9,92.469,-33.6,1.0590000000000002,yes
36982,21,unemployed,single,high.school,cellular,jul,203,1,no,0,nonexistent,-2.9,92.469,-33.6,1.0590000000000002,yes
36983,29,admin.,single,high.school,cellular,jul,446,1,no,0,nonexistent,-2.9,92.469,-33.6,1.0590000000000002,yes
36985,47,blue-collar,married,professional.course,cellular,jul,175,1,no,0,nonexistent,-2.9,92.469,-33.6,1.0590000000000002,yes
36986,29,technician,single,university.degree,cellular,jul,1007,6,no,0,nonexistent,-2.9,92.469,-33.6,1.0590000000000002,yes
36988,48,admin.,divorced,university.degree,cellular,jul,409,2,no,0,nonexistent,-2.9,92.469,-33.6,1.0590000000000002,yes
36991,30,admin.,married,university.degree,cellular,jul,438,2,no,0,nonexistent,-2.9,92.469,-33.6,1.0590000000000002,yes
36994,33,admin.,single,university.degree,cellular,jul,704,1,no,0,nonexistent,-2.9,92.469,-33.6,1.0590000000000002,yes
37002,56,retired,married,high.school,cellular,jul,308,2,no,0,nonexistent,-2.9,92.469,-33.6,1.0590000000000002,yes
37005,31,admin.,single,university.degree,cellular,jul,202,4,no,0,nonexistent,-2.9,92.469,-33.6,1.048,yes
37008,23,student,single,high.school,cellular,jul,270,3,no,0,nonexistent,-2.9,92.469,-33.6,1.048,yes
37009,37,admin.,married,university.degree,cellular,jul,227,2,no,0,nonexistent,-2.9,92.469,-33.6,1.048,yes
37010,28,services,single,university.degree,cellular,jul,316,4,no,0,nonexistent,-2.9,92.469,-33.6,1.048,yes
37011,53,admin.,married,high.school,cellular,jul,964,1,no,1,failure,-2.9,92.469,-33.6,1.044,yes
37012,33,management,married,university.degree,cellular,jul,429,1,no,0,nonexistent,-2.9,92.469,-33.6,1.044,yes
37017,25,student,single,unknown,cellular,jul,371,1,no,0,nonexistent,-2.9,92.469,-33.6,1.044,yes
37019,46,admin.,divorced,high.school,cellular,jul,297,1,no,0,nonexistent,-2.9,92.469,-33.6,1.044,yes
37021,26,services,single,high.school,cellular,jul,407,1,yes,1,success,-2.9,92.469,-33.6,1.044,yes
37026,23,student,single,high.school,cellular,jul,682,2,yes,1,success,-2.9,92.469,-33.6,1.044,yes
37027,26,services,single,high.school,cellular,jul,180,2,no,0,nonexistent,-2.9,92.469,-33.6,1.044,yes
37031,23,student,single,high.school,cellular,jul,370,1,no,1,failure,-2.9,92.469,-33.6,1.044,yes
37036,27,admin.,single,unknown,telephone,jul,876,1,no,0,nonexistent,-2.9,92.469,-33.6,1.044,yes
37038,33,admin.,married,high.school,telephone,jul,257,1,no,0,nonexistent,-2.9,92.469,-33.6,1.044,yes
37040,40,admin.,married,university.degree,cellular,jul,243,1,no,0,nonexistent,-2.9,92.469,-33.6,1.044,yes
37042,31,admin.,single,high.school,cellular,jul,167,1,no,1,failure,-2.9,92.469,-33.6,1.0290000000000001,yes
37043,42,technician,married,university.degree,cellular,jul,361,1,no,1,failure,-2.9,92.469,-33.6,1.0290000000000001,yes
37045,42,admin.,single,university.degree,cellular,jul,268,2,no,0,nonexistent,-2.9,92.469,-33.6,1.0290000000000001,yes
37046,29,technician,married,university.degree,cellular,jul,896,2,no,0,nonexistent,-2.9,92.469,-33.6,1.0290000000000001,yes
37056,20,student,single,high.school,cellular,jul,349,1,no,0,nonexistent,-2.9,92.469,-33.6,1.0290000000000001,yes
37061,44,blue-collar,single,unknown,telephone,jul,576,1,no,0,nonexistent,-2.9,92.469,-33.6,1.0290000000000001,yes
37068,32,admin.,single,university.degree,cellular,jul,210,5,no,0,nonexistent,-2.9,92.469,-33.6,1.0290000000000001,yes
37071,26,admin.,single,university.degree,cellular,jul,153,1,no,0,nonexistent,-2.9,92.469,-33.6,1.0290000000000001,yes
37073,32,admin.,single,university.degree,cellular,jul,97,3,no,0,nonexistent,-2.9,92.469,-33.6,1.0290000000000001,yes
37075,29,student,single,high.school,cellular,jul,253,2,no,0,nonexistent,-2.9,92.469,-33.6,1.018,yes
37078,23,blue-collar,single,high.school,cellular,jul,104,2,no,0,nonexistent,-2.9,92.469,-33.6,1.0070000000000001,yes
37080,23,technician,single,professional.course,telephone,jul,336,4,no,0,nonexistent,-2.9,92.469,-33.6,1.0070000000000001,yes
37086,27,management,single,university.degree,cellular,jul,125,2,no,0,nonexistent,-2.9,92.469,-33.6,0.9440000000000001,yes
37094,51,admin.,married,university.degree,cellular,jul,139,5,no,0,nonexistent,-2.9,92.469,-33.6,0.9209999999999999,yes
37100,30,student,single,university.degree,cellular,jul,332,2,yes,2,failure,-2.9,92.469,-33.6,0.9079999999999999,yes
37103,54,admin.,married,university.degree,cellular,jul,822,6,yes,1,success,-2.9,92.469,-33.6,0.9079999999999999,yes
37108,27,admin.,married,university.degree,cellular,jul,99,6,no,1,failure,-2.9,92.469,-33.6,0.9079999999999999,yes
37109,38,management,married,university.degree,cellular,jul,486,5,no,0,nonexistent,-2.9,92.469,-33.6,0.9079999999999999,yes
37112,44,admin.,divorced,high.school,cellular,jul,573,5,no,0,nonexistent,-2.9,92.469,-33.6,0.9079999999999999,yes
37121,42,admin.,married,university.degree,cellular,aug,576,1,yes,1,success,-2.9,92.20100000000001,-31.4,0.884,yes
37122,61,retired,married,professional.course,cellular,aug,219,1,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.884,yes
37125,18,student,single,basic.9y,cellular,aug,642,1,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.884,yes
37126,47,admin.,divorced,university.degree,cellular,aug,185,1,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.884,yes
37127,52,management,married,university.degree,cellular,aug,600,1,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.884,yes
37128,29,student,single,high.school,cellular,aug,505,1,yes,3,success,-2.9,92.20100000000001,-31.4,0.884,yes
37133,51,management,married,university.degree,cellular,aug,249,1,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.884,yes
37141,34,technician,single,professional.course,cellular,aug,305,1,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.884,yes
37142,59,admin.,married,high.school,cellular,aug,1019,2,yes,1,success,-2.9,92.20100000000001,-31.4,0.884,yes
37143,34,technician,single,professional.course,cellular,aug,211,1,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.884,yes
37145,37,technician,married,professional.course,cellular,aug,414,1,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.884,yes
37146,57,technician,married,high.school,cellular,aug,290,2,yes,1,success,-2.9,92.20100000000001,-31.4,0.884,yes
37147,59,admin.,married,high.school,cellular,aug,277,1,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.884,yes
37152,20,student,single,high.school,cellular,aug,254,1,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.884,yes
37154,32,services,single,high.school,cellular,aug,253,1,yes,2,success,-2.9,92.20100000000001,-31.4,0.884,yes
37155,37,admin.,married,high.school,cellular,aug,179,2,no,1,failure,-2.9,92.20100000000001,-31.4,0.884,yes
37156,39,blue-collar,married,basic.9y,cellular,aug,394,1,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.884,yes
37160,46,admin.,married,high.school,telephone,aug,231,2,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.884,yes
37161,59,retired,married,unknown,cellular,aug,385,2,no,1,failure,-2.9,92.20100000000001,-31.4,0.884,yes
37163,37,technician,married,professional.course,cellular,aug,157,3,yes,2,success,-2.9,92.20100000000001,-31.4,0.884,yes
37165,42,unemployed,married,unknown,cellular,aug,175,4,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.883,yes
37169,52,retired,divorced,university.degree,cellular,aug,155,2,yes,1,success,-2.9,92.20100000000001,-31.4,0.883,yes
37171,32,technician,married,university.degree,cellular,aug,975,4,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.883,yes
37183,52,retired,divorced,university.degree,cellular,aug,427,1,yes,1,success,-2.9,92.20100000000001,-31.4,0.883,yes
37189,24,student,single,high.school,cellular,aug,355,1,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.883,yes
37191,54,admin.,divorced,high.school,cellular,aug,131,2,yes,1,success,-2.9,92.20100000000001,-31.4,0.883,yes
37196,42,unemployed,married,unknown,cellular,aug,250,4,yes,2,success,-2.9,92.20100000000001,-31.4,0.883,yes
37198,31,technician,divorced,professional.course,cellular,aug,310,2,no,1,failure,-2.9,92.20100000000001,-31.4,0.883,yes
37199,35,admin.,single,university.degree,telephone,aug,338,1,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.883,yes
37204,25,technician,single,university.degree,telephone,aug,256,1,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.883,yes
37205,44,admin.,married,university.degree,cellular,aug,254,2,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.883,yes
37206,76,retired,married,basic.4y,cellular,aug,550,1,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.883,yes
37207,76,retired,married,basic.4y,cellular,aug,345,2,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8809999999999999,yes
37209,46,housemaid,married,high.school,cellular,aug,358,1,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8809999999999999,yes
37214,33,blue-collar,married,basic.9y,cellular,aug,79,1,no,1,failure,-2.9,92.20100000000001,-31.4,0.8809999999999999,yes
37218,29,admin.,single,university.degree,cellular,aug,289,2,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8809999999999999,yes
37219,75,retired,married,basic.4y,cellular,aug,714,1,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8809999999999999,yes
37220,25,admin.,single,university.degree,cellular,aug,255,1,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8809999999999999,yes
37223,32,technician,single,professional.course,cellular,aug,87,1,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8809999999999999,yes
37225,51,housemaid,married,unknown,cellular,aug,273,1,no,1,failure,-2.9,92.20100000000001,-31.4,0.8809999999999999,yes
37227,70,retired,married,basic.4y,cellular,aug,530,2,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8809999999999999,yes
37229,24,student,single,high.school,cellular,aug,456,1,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8809999999999999,yes
37230,41,services,single,university.degree,cellular,aug,142,1,yes,2,success,-2.9,92.20100000000001,-31.4,0.8809999999999999,yes
37231,41,services,single,university.degree,cellular,aug,325,1,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8809999999999999,yes
37235,73,retired,married,basic.4y,cellular,aug,453,1,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8809999999999999,yes
37236,48,entrepreneur,married,university.degree,cellular,aug,295,2,yes,2,success,-2.9,92.20100000000001,-31.4,0.8809999999999999,yes
37245,28,admin.,single,university.degree,cellular,aug,262,1,yes,2,success,-2.9,92.20100000000001,-31.4,0.8809999999999999,yes
37249,36,services,married,basic.9y,cellular,aug,215,1,no,1,failure,-2.9,92.20100000000001,-31.4,0.8809999999999999,yes
37250,51,housemaid,married,unknown,cellular,aug,268,1,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8809999999999999,yes
37251,36,services,married,basic.9y,cellular,aug,221,1,yes,1,success,-2.9,92.20100000000001,-31.4,0.8809999999999999,yes
37258,27,blue-collar,unknown,high.school,cellular,aug,192,1,yes,1,success,-2.9,92.20100000000001,-31.4,0.8809999999999999,yes
37259,29,admin.,single,high.school,cellular,aug,130,1,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8809999999999999,yes
37260,76,retired,married,university.degree,cellular,aug,233,2,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8809999999999999,yes
37262,31,admin.,married,university.degree,cellular,aug,353,2,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8809999999999999,yes
37263,33,admin.,single,high.school,cellular,aug,182,2,no,1,failure,-2.9,92.20100000000001,-31.4,0.8809999999999999,yes
37265,43,admin.,single,high.school,cellular,aug,231,3,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8809999999999999,yes
37272,36,management,married,university.degree,telephone,aug,328,1,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.884,yes
37274,38,technician,married,professional.course,cellular,aug,923,1,no,1,failure,-2.9,92.20100000000001,-31.4,0.884,yes
37277,38,admin.,single,high.school,cellular,aug,167,1,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.884,yes
37279,36,admin.,divorced,university.degree,cellular,aug,559,1,yes,1,success,-2.9,92.20100000000001,-31.4,0.884,yes
37280,36,admin.,divorced,university.degree,cellular,aug,146,2,no,2,failure,-2.9,92.20100000000001,-31.4,0.884,yes
37281,37,technician,married,university.degree,cellular,aug,187,1,yes,1,success,-2.9,92.20100000000001,-31.4,0.884,yes
37282,65,retired,married,basic.6y,cellular,aug,161,2,no,1,failure,-2.9,92.20100000000001,-31.4,0.884,yes
37287,33,admin.,married,high.school,cellular,aug,252,1,yes,1,success,-2.9,92.20100000000001,-31.4,0.884,yes
37290,63,housemaid,married,basic.4y,telephone,aug,235,1,yes,2,failure,-2.9,92.20100000000001,-31.4,0.884,yes
37292,31,admin.,married,high.school,cellular,aug,155,2,yes,1,success,-2.9,92.20100000000001,-31.4,0.884,yes
37293,33,technician,single,basic.9y,cellular,aug,289,1,no,2,failure,-2.9,92.20100000000001,-31.4,0.884,yes
37307,52,admin.,married,university.degree,cellular,aug,179,3,yes,2,success,-2.9,92.20100000000001,-31.4,0.884,yes
37310,37,blue-collar,married,basic.9y,cellular,aug,213,1,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.884,yes
37321,31,admin.,single,university.degree,cellular,aug,265,1,yes,3,success,-2.9,92.20100000000001,-31.4,0.883,yes
37330,58,technician,married,professional.course,cellular,aug,704,2,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.883,yes
37331,33,admin.,single,high.school,cellular,aug,136,3,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.883,yes
37332,26,student,single,professional.course,cellular,aug,176,2,no,1,failure,-2.9,92.20100000000001,-31.4,0.883,yes
37337,61,entrepreneur,married,university.degree,cellular,aug,651,1,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.883,yes
37338,52,management,married,high.school,cellular,aug,167,1,yes,4,failure,-2.9,92.20100000000001,-31.4,0.883,yes
37339,52,management,married,high.school,cellular,aug,408,1,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.883,yes
37341,85,retired,married,professional.course,cellular,aug,140,1,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.883,yes
37345,30,admin.,married,university.degree,cellular,aug,139,3,yes,1,success,-2.9,92.20100000000001,-31.4,0.883,yes
37352,57,admin.,married,university.degree,cellular,aug,149,1,no,1,failure,-2.9,92.20100000000001,-31.4,0.883,yes
37353,35,admin.,married,university.degree,cellular,aug,349,1,no,3,failure,-2.9,92.20100000000001,-31.4,0.883,yes
37355,80,retired,married,illiterate,cellular,aug,125,1,yes,1,success,-2.9,92.20100000000001,-31.4,0.883,yes
37356,26,admin.,single,university.degree,cellular,aug,221,1,yes,1,success,-2.9,92.20100000000001,-31.4,0.883,yes
37360,44,management,married,university.degree,cellular,aug,175,2,no,2,failure,-2.9,92.20100000000001,-31.4,0.883,yes
37362,58,technician,married,professional.course,cellular,aug,89,2,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.883,yes
37363,59,admin.,divorced,professional.course,cellular,aug,206,1,no,1,failure,-2.9,92.20100000000001,-31.4,0.883,yes
37367,59,admin.,divorced,professional.course,cellular,aug,203,1,yes,1,success,-2.9,92.20100000000001,-31.4,0.883,yes
37368,34,admin.,divorced,university.degree,cellular,aug,267,2,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.883,yes
37370,50,blue-collar,married,unknown,cellular,aug,589,2,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.883,yes
37374,49,admin.,married,university.degree,cellular,aug,464,2,no,1,failure,-2.9,92.20100000000001,-31.4,0.883,yes
37385,27,admin.,single,university.degree,cellular,aug,429,2,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.879,yes
37386,36,admin.,divorced,university.degree,cellular,aug,623,2,yes,2,success,-2.9,92.20100000000001,-31.4,0.879,yes
37388,42,management,divorced,unknown,cellular,aug,137,2,yes,1,success,-2.9,92.20100000000001,-31.4,0.879,yes
37393,26,student,single,basic.9y,cellular,aug,182,1,yes,1,success,-2.9,92.20100000000001,-31.4,0.879,yes
37394,49,admin.,married,high.school,cellular,aug,668,2,yes,1,success,-2.9,92.20100000000001,-31.4,0.879,yes
37395,26,student,single,basic.9y,telephone,aug,449,1,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.879,yes
37397,26,student,single,basic.9y,cellular,aug,582,1,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.879,yes
37403,74,retired,married,university.degree,cellular,aug,239,2,no,1,failure,-2.9,92.20100000000001,-31.4,0.879,yes
37406,32,technician,married,professional.course,cellular,aug,641,1,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.879,yes
37407,60,retired,married,university.degree,cellular,aug,576,1,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.879,yes
37409,56,admin.,married,basic.9y,cellular,aug,73,1,yes,1,success,-2.9,92.20100000000001,-31.4,0.879,yes
37410,66,retired,married,unknown,cellular,aug,147,2,no,1,failure,-2.9,92.20100000000001,-31.4,0.879,yes
37411,27,admin.,single,university.degree,cellular,aug,398,4,no,1,failure,-2.9,92.20100000000001,-31.4,0.879,yes
37414,32,technician,single,professional.course,cellular,aug,313,2,no,1,failure,-2.9,92.20100000000001,-31.4,0.879,yes
37416,48,entrepreneur,divorced,high.school,cellular,aug,307,1,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.879,yes
37418,20,student,single,basic.4y,cellular,aug,131,1,no,1,failure,-2.9,92.20100000000001,-31.4,0.879,yes
37419,20,student,single,basic.4y,cellular,aug,267,1,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.879,yes
37421,33,services,married,high.school,cellular,aug,417,1,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.879,yes
37425,66,retired,unknown,basic.9y,cellular,aug,810,3,no,2,failure,-2.9,92.20100000000001,-31.4,0.879,yes
37430,28,admin.,single,university.degree,cellular,aug,332,1,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.879,yes
37433,56,admin.,married,basic.9y,cellular,aug,338,2,yes,1,success,-2.9,92.20100000000001,-31.4,0.879,yes
37453,38,admin.,married,high.school,cellular,aug,289,2,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.879,yes
37457,28,admin.,single,university.degree,cellular,aug,489,5,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.873,yes
37461,23,student,single,high.school,cellular,aug,784,3,yes,3,failure,-2.9,92.20100000000001,-31.4,0.873,yes
37462,36,unemployed,married,university.degree,cellular,aug,222,1,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.873,yes
37463,22,student,single,high.school,cellular,aug,425,2,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.873,yes
37465,29,admin.,single,university.degree,cellular,aug,254,3,yes,1,success,-2.9,92.20100000000001,-31.4,0.873,yes
37467,31,blue-collar,married,professional.course,cellular,aug,414,1,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.873,yes
37470,30,services,single,high.school,cellular,aug,148,2,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.873,yes
37473,39,admin.,married,high.school,cellular,aug,315,2,yes,1,success,-2.9,92.20100000000001,-31.4,0.873,yes
37478,32,blue-collar,single,basic.9y,cellular,aug,282,1,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.873,yes
37480,46,admin.,married,university.degree,cellular,aug,399,1,no,1,failure,-2.9,92.20100000000001,-31.4,0.873,yes
37489,39,unemployed,married,high.school,cellular,aug,192,3,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.873,yes
37492,46,technician,married,basic.6y,cellular,aug,464,4,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.873,yes
37495,22,student,single,basic.6y,cellular,aug,293,2,yes,2,success,-2.9,92.20100000000001,-31.4,0.873,yes
37498,36,services,married,high.school,cellular,aug,227,2,no,1,failure,-2.9,92.20100000000001,-31.4,0.873,yes
37507,40,admin.,married,high.school,cellular,aug,477,2,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.873,yes
37509,74,retired,married,professional.course,cellular,aug,204,3,no,1,failure,-2.9,92.20100000000001,-31.4,0.873,yes
37522,33,services,married,high.school,cellular,aug,738,1,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.873,yes
37524,39,blue-collar,married,basic.6y,cellular,aug,320,2,yes,1,success,-2.9,92.20100000000001,-31.4,0.873,yes
37529,57,admin.,single,high.school,cellular,aug,479,1,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.873,yes
37536,36,management,married,basic.6y,cellular,aug,354,3,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.873,yes
37538,28,unemployed,married,professional.course,telephone,aug,275,6,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8690000000000001,yes
37540,26,student,single,professional.course,cellular,aug,150,2,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8690000000000001,yes
37543,39,technician,married,university.degree,cellular,aug,156,2,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8690000000000001,yes
37544,62,retired,married,unknown,cellular,aug,172,4,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8690000000000001,yes
37550,35,technician,married,professional.course,cellular,aug,225,1,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8690000000000001,yes
37551,61,management,married,university.degree,cellular,aug,209,2,yes,2,success,-2.9,92.20100000000001,-31.4,0.8690000000000001,yes
37555,42,management,married,university.degree,cellular,aug,436,1,yes,1,success,-2.9,92.20100000000001,-31.4,0.8690000000000001,yes
37559,54,admin.,married,university.degree,cellular,aug,326,3,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8690000000000001,yes
37565,58,blue-collar,divorced,basic.4y,cellular,aug,186,1,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8690000000000001,yes
37566,55,retired,married,basic.4y,cellular,aug,137,1,yes,1,success,-2.9,92.20100000000001,-31.4,0.8690000000000001,yes
37568,71,retired,married,basic.4y,cellular,aug,125,1,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8690000000000001,yes
37570,70,retired,married,professional.course,cellular,aug,94,4,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8690000000000001,yes
37571,28,unemployed,married,professional.course,cellular,aug,276,2,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8690000000000001,yes
37572,46,technician,married,professional.course,cellular,aug,182,6,no,1,failure,-2.9,92.20100000000001,-31.4,0.8690000000000001,yes
37573,42,technician,married,professional.course,cellular,aug,100,2,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8690000000000001,yes
37575,35,admin.,married,university.degree,cellular,aug,201,1,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8690000000000001,yes
37577,38,self-employed,divorced,high.school,cellular,aug,391,3,no,1,failure,-2.9,92.20100000000001,-31.4,0.8690000000000001,yes
37578,28,unemployed,married,professional.course,cellular,aug,190,3,no,1,failure,-2.9,92.20100000000001,-31.4,0.8690000000000001,yes
37579,17,student,single,basic.9y,cellular,aug,498,2,no,1,failure,-2.9,92.20100000000001,-31.4,0.8690000000000001,yes
37580,31,admin.,married,university.degree,cellular,aug,880,3,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8690000000000001,yes
37582,29,blue-collar,single,basic.6y,cellular,aug,260,3,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8690000000000001,yes
37588,31,entrepreneur,single,university.degree,cellular,aug,211,3,no,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8690000000000001,yes
